word,polarity
sa ido ga,-1
duba cikin,1
yi hankali,1
kallo,1
kallon,1
loom,-1
kwanon loony,-1
looping rashin lafiya,-1
madauki,-1
sako-sako da,-1
sako-sako da juna,1
sako-sako da ganyen,-1
sako-sako,1
sako-sako,1
sassauta,-1
sassauta,-1
sassautawa,1
lopid,-1
danniya,-1
lopsidedly,1
masu amfani,-1
loquaciously,1
lorazepam,-1
bautar gumaka,1
sabuwai,-1
babbar murya,1
lorica,-1
rasa,-1
rasa gani,1
asara,-1
rasa,1
rasa dalili,-1
loth,-1
kuri'a,1
ƙasar lotus,1
lotusland,1
da ƙarfi,-1
kujera falo,-1
wurin zama,-1
kayan bacci,-1
lounging pajama,-1
lounging pajama,-1
lour,-1
rashin kunya,-1
ƙaunatacce,-1
soyayya,1
kullin soyayya,1
soyayya lyric,1
wakar soyayya,1
alamar soyayya,1
lovebird,1
kyakkyawa,1
kullin masoyi,1
kullin masoya,1
cikin kauna,1
low,-1
low goyon baya,-1
low kalori rage cin abinci,-1
ƙaramin ƙarfe,-1
low comedy,1
ƙananan fashewa,-1
cin abinci mara nauyi,1
ƙananan daraja,-1
low matakin,-1
low matakin tashi,-1
low matsa lamba,-1
karancin ruhi,-1
low ruhohi,-1
karancin ruwa,-1
karamin ruwa,-1
alamar ruwa mara kyau,-1
ƙwallan ƙwallo,1
ƙananan,-1
berasa mai sauka,-1
ƙananan ƙwayar cuta,-1
saukarwa,-1
mafi ƙanƙanta,1
mafi ƙasƙanci,-1
kaskantar da kai,-1
kaskantacce,-1
karancin kai,-1
loxapine,-1
loxitane,-1
loxostege kwatankwacinsu,-1
aminci,1
biyayya,-1
Ramin lubber,-1
lube,1
man shafawa,1
sa mai,1
lubricating abu,1
man shafawa,1
man shafawa,1
man shafawa,1
lucent,1
zakaria,1
Luciya,-1
anyi sa'a,1
sa'a,1
sa'a,1
ludi saeculares,1
annashuwa,1
dayanar,1
lug,-1
lukasiewicz sanarwa,1
lukewarmly,1
lullaby,-1
hasken rana,1
luminous,1
dunƙule,-1
lumpectomy,-1
muƙamuƙan lumpy,-1
abincin dare,-1
kalandar wata,-1
kusufin wata,1
lokacin lunar,1
abincin dare,1
huhu kamar,-1
kalandar lunisolar,-1
lokacin tazara,1
Lupus erythematosus,-1
lalacewa,-1
yaudara,-1
lurid,-1
akaina,1
wanzamai,-1
mara hankali,1
sha'awa,1
da sha'awa,1
sha'awar sha'awa,1
da sha'awa,1
mai son sha'awa,1
cocin lutheran,1
lutrinae,-1
lutzen,-1
luvarus,-1
alatu,1
dadi,1
dadi,1
cikin annashuwa,1
kayan marmari,1
alatu,1
kayan alatu,1
lycosa,-1
sabarini,-1
yana kwanto,-1
kwance a karkashin rantsuwa,-1
lyme amosanin gabbai,-1
cutar lyme,-1
lymphadenitis,-1
lymphadenoma,-1
lymphangiogram,-1
lymphangioma,1
lymphangitis,-1
cutar lymphedema,-1
cutar sankarar bargo ta lymphocytic,-1
kwayar cutar lymphocytosis,-1
lymphogranuloma,-1
lymphogranuloma venereum,-1
lymphopathia venereum,-1
lymphuria,-1
lynch doka,-1
lynching,-1
akanshi,1
akanshi,1
lypressin,-1
leshi,1
cikin waka,1
rashin haƙuri lysine,-1
lysinemia,-1
macabre,-1
macadam,-1
macedoine,-1
macerate,-1
karamar bindiga,-1
kwayar cutar machupo,1
macon,-1
maconnais,-1
macrame,-1
macrocephalon maleo,-1
anemia macrocytic,-1
anemia macrocytic,-1
macroglossia,-1
macropus agiles,-1
macroscopically,-1
lalacewar macular,1
macular edema,1
mahaukaci,1
madcap,-1
mahaukaci,-1
yi,1
gidan hauka,-1
mahaukaci,-1
hauka,-1
mujallar tara,1
sihiri,-1
sihiri,1
harsashin sihiri,1
sihiri sihiri,1
sihiri,1
sihiri,-1
magicikada septendecim,-1
magisterially,1
maglev,1
magna tare da laude,1
magnanancin,1
magnetic,1
magnetic baƙin ƙarfe tama,1
magnetic levitation,1
magnetically,-1
magnetise,1
magnetite,1
magnetize,1
kara girma,1
da daukaka,1
daukaka,1
amintattu,1
budurwa,1
maidism,-1
wasiƙa sanye,-1
wasikun yaudara,-1
wasiku,-1
kiyayewa,1
maiolica,1
majestic,1
majestically,1
majolica,1
babbar cuta,-1
babban mawuyacin hali,-1
babbar maɓalli,1
babban yanayin,1
babban kwat da wando,1
babban kwantar da hankali,1
babban kwantar da hankali,1
babban kwantar da hankali,1
rinjaye,1
yi,1
almara,-1
yi tsabta,-1
yi hay,1
yi soyayya,1
yi waje,1
yi annashuwa,-1
gyara,-1
gyara,1
mal de la rosa,-1
mal rosso,-1
cututtukan malabsorption,-1
malacia,-1
malacosoma americana,-1
maladaptive,1
ba a gyara ba,-1
maikyauta,1
rashin daidaitawa,-1
maladroit,-1
maimunnan,1
rashin lafiya,-1
rashin lafiya,-1
malaprop,-1
malapropism,-1
malapropos,-1
zazzabin cizon sauro,-1
malarkey,1
malarky,1
guba na malathion,-1
namiji chauvinism,1
rashin karfin maza,-1
hypogonadism na namiji,-1
inzali na maza,-1
la'ana,-1
la'ana,-1
malefica,1
rashin iyawa,-1
maras iya,-1
maleo,-1
rashin karfin jiki,-1
mara kyau,-1
marabacin,1
rashin daidaito,-1
rashin aiki,-1
sharri,-1
sharri,-1
tsegumi mara kyau,-1
sharri mara kyau,-1
da qeta,-1
zalunci,-1
mugu,-1
ɓarna,-1
mugunta,-1
mugu,1
m hepatoma,-1
mummunan cutar neoplastic,-1
muguwar cuta,-1
mummunan aiki,-1
cuta,-1
malignly,-1
Malleable,1
mallophaga,-1
rashin abinci mai gina jiki,-1
rashin abinci mai gina jiki,-1
rashin abinci mai gina jiki,-1
rashin abinci mai gina jiki,-1
malodorous,-1
malodourous,-1
malposed,1
rashin aiki da kyau,-1
malt,-1
zazzabin malta,-1
malted,1
rashin kulawa,-1
mammalia,-1
mammee,1
mammon,-1
mammut,-1
mutum ga mutum,1
sarrafa,-1
gudanarwa,1
sarrafawa,1
na dole,1
manduca quinquemaculata,-1
mange,-1
mangey,-1
mangily,1
mangle,-1
manji,-1
manhandle,-1
manhattan,1
balaga,1
mania,-1
rashin lafiya,-1
ciwon ciki,-1
cututtukan zuciya na manic,-1
manic depressive kwakwalwa,-1
rashin lafiyar manic,-1
farce,1
bayyana,1
bayyana,1
a bayyane,1
magudi,1
magudi,1
magudi,1
sarrafawa,1
manis,-1
manky,-1
manna daga sama,1
yanayin magana,-1
mannered,-1
manometer,-1
manik,1
mantelet,-1
mantis prawn,1
alkyabba,-1
jagora,-1
yi,-1
da yawa gefe,1
maori kaza,-1
mar,-1
maraschino,1
ceri maraschino,1
marasmus,-1
maraud,-1
marmara kasusuwa cuta,-1
cutar marburg,-1
marburg zazzabin cizon sauro,-1
Maris,-1
tattaki a kan,-1
marchpane,1
mardi gras,1
gidan mare,-1
marengo,1
ciwon marafan,-1
sinadarin margaric,-1
margarin,-1
m,-1
kad'an,1
marina,-1
manne ruwan teku,-1
alama,1
alama,1
binciken kasuwa,1
binciken kasuwanci,1
alama,1
marmalade plum,1
marquee,1
yi aure,-1
aure,1
gadon aure,1
bargo,1
marshal,1
marshalship,1
marshmallow,-1
marshmallow fluff,1
marson moor,-1
linzamin kwamfuta,1
bera marsupial,1
kiɗan martial,1
martaba,1
shahada,-1
yi mamaki,1
da ban mamaki,1
da ban mamaki,1
marzipan,1
mascara,1
mascarpone,-1
dusa,-1
abin rufe fuska,-1
masochism,-1
masochistically,1
mason zanzaro,-1
matakin mason,1
magoniya,1
kayan kwalliya,-1
kisan kai da yawa,-1
kisan kiyashi,-1
dakin tausa,1
mastalgia,-1
maigida,1
babban tseren,1
masterfully,1
fitacciyar,1
sarfaraz,1
ƙwarewa,1
mastigophoran,1
mastigophore,1
mastitis,-1
mastoiditis,-1
mastopathy,1
masturbate,1
taba al'aura,1
tabarma,-1
wasa,1
wasan wasa,-1
wasan da ya dace,-1
katako,1
aboki,1
abu,1
son abin duniya,1
abu,-1
son abin duniya,1
son abin duniya,1
jari-hujja,1
kayan mutum,1
abu,-1
aboki,1
ilimin lissafi,1
sashen lissafi,1
matinee,1
matt,-1
matte,-1
matted,-1
al'amari ba shakka,-1
matthew mai tafiya,1
matthew Walker kulli,1
katifa katifa,-1
maturate,1
balagagge,1
balaga,1
maul,-1
maverick,-1
mawkishly,1
mawkishness,-1
maxim,1
kara girma,1
maximising,1
kara girma,1
maximising,1
mayetiola mai hallakaswa,-1
tashin hankali,-1
mayidism,-1
mayo,-1
mayonnaise,-1
mazopathy,1
mbd,1
cutar mcardle,-1
makiyaya spittlebug,-1
kadan,-1
kankani,-1
kadan,-1
nufin,1
hakanan,1
ma'ana,1
ma'ana,-1
Yana nufin,1
kyanda,1
auna,-1
auna,1
cin nama,-1
injin nika,-1
mebendazole,-1
inji,1
inji,1
inji,1
meckel's diverticulum,-1
meclofenamate,-1
meclofenamate sodium,-1
mekammen,-1
medallion,-1
medfly,-1
magani,-1
likita,1
taimakon likita,-1
kula da lafiya,-1
duba lafiya,1
ganewar asibiti,1
gwajin lafiya,1
gwajin lafiya,1
kayan aikin likita,1
hangen nesa na likita,1
magani,1
yi magani,1
magani,1
magani magani,1
a likitance,1
magani,1
matsakaici,-1
zuzzurfan tunani,1
meditatively,1
Biritaniya,-1
zazzabin Bahar Rum,-1
fruita fruitan itace na Bahar Rum,-1
matsakaici,1
yashafan,-1
mai tawali'u,1
cikin tawali'u,1
tawali'u,-1
hadu,1
taro,-1
mefenamic acid,-1
nura_m_inuwa,-1
mefloquine hydrochloride,-1
megacardia,-1
megachile,1
megachilidae,1
megahit,1
karancin jini mai karfin jini,-1
karancin jini mai karfin jini,-1
megalocardia,-1
megalohepatia,-1
megalomania,-1
megatherian,-1
dabba mai shayarwa,-1
megatheriid,-1
megatheriidae,-1
megatherium,-1
magani na megavitamin,-1
megestrol,-1
acetate megestrol,-1
mahajjata,-1
meibomian mafitsara,-1
ciwan ciki,-1
melaena,-1
melagra,1
melancholia,-1
nishadi,-1
melanism,-1
melanosis,-1
meld,1
meleagris,-1
melee,-1
melena,-1
ƙwaro,-1
melinae,-1
narkewa,1
narkewa,1
narkewa,-1
meliphagidae,-1
mai laushi,1
mellow fita,1
a hankali,1
taken melodic,1
melodically,1
karin bayani,1
karin bayani,1
karin,-1
narke,1
narkewa,-1
narkewa,-1
narkewar,-1
narkewar ursinus,-1
abin tunawa,1
abin tunawa,1
tunawa,1
haddacewa,1
menacing,-1
menacingly,1
gyara,-1
mendacious,-1
mhamadarin,1
na al'ada,1
meningism,-1
sankarau,-1
ciwon sankarau,-1
menopon,1
menopon gallinae,1
menopon palladum,1
rashin lafiyar hankali,-1
azabar hankali,-1
daidaita tunanin mutum,1
tabin hankali,1
tabin hankali,-1
rikicewar hankali,-1
gajiyar hankali,-1
gidan tunani,-1
asibitin kwakwalwa,-1
tabin hankali,1
shafi tunanin mutum ma'aikata,-1
lafiyar hankali,1
shafi tunanin mutum,-1
gwajin kwakwalwa,1
gwajin kwakwalwa,1
a hankali,1
jagoranci,1
mepacrine,-1
meperidine,-1
meperidine hydrochloride,-1
mephaquine,-1
mephenytoin,-1
mephitic,-1
mephitinae,-1
ciwon kai,-1
meprin,-1
shirinmusa,-1
meralgia,-1
dan amshin shata,1
fatauci,-1
hadewa,-1
da rahama,1
rahama,-1
rashin tausayi,1
rashin tausayi,-1
mercurial,-1
guba na mercury,-1
rahama,1
zakaria,-1
zayyansakha,1
meringue,-1
merino,1
tumaki merino,1
dace,1
mara amfani,1
abin yabo,1
meritoriously,1
meromelia,-1
farin ciki,1
abin yabo,1
barkwanci,-1
mesantoin,-1
meshugaas,1
jijiya,-1
amosanin jini,1
mesmerise,1
mai da hankali,1
mitar hankali,1
mesohippus,-1
jijiya,-1
rikici,-1
rikici,-1
rikici,-1
rikici,1
rikici,-1
m,-1
metabola,1
alkalosis na rayuwa,-1
rashin lafiya na rayuwa,1
metacyesis,-1
metamorphosis,1
misalai,-1
da misalai,1
cikin tsarin tawakkali,1
metatheria,-1
meteorologically,1
ilimin yanayi,-1
meteortropism,1
mita mai tsayi,1
metformin,-1
methanogen,1
methapyrilene,-1
metheglin,-1
methocarbamol,-1
hanya,1
Hanyar aiki,1
methodically,1
cocinistist,1
methodists,1
a hanya,1
methotrexate,-1
sinadarin methotrexate,-1
methyl,-1
kungiyar methyl,-1
methyl mai tsattsauran ra'ayi,-1
a hankali,1
metier,1
ba da ma'ana,1
metoprolol,-1
metralgia,-1
girgiza metrazol,-1
metrazol far far,-1
maganin metrazol,-1
metrestick,1
cututtukan zuciya,-1
metronidazole,-1
metrorrhagia,-1
abu mai amfani,-1
mewl,-1
onyx na mexican,-1
mezzo relievo,-1
mezzo rilievo,-1
miasm,-1
miasma,-1
mizik,-1
syeda_abubakar,1
microbe,-1
micrococcus,-1
karancin karancin jini,-1
karancin anemi,-1
microcytosis,-1
microdipodops,1
karamin microscopically,1
karamin kitt,1
bam na microwave,-1
midazolam,-1
tsaki,-1
matsakaiciyar shekaru,1
rashin kunne na tsakiya,1
tsakiyar tsakiyar jamus,1
matsakaici,-1
matsakaiciyar jamus,-1
tsakiya,1
matsakaita,-1
mafi kusa,1
da karfi,1
mai girma,1
m linzamin kwamfuta,1
mikvah,-1
m karfe,-1
a hankali,-1
tawali'u,1
miliaria,1
zazzabin miliary,1
tarin fuka miliary,-1
milieu,1
mai gwagwarmaya,1
tafiyar sojoji,1
kiɗan soja,1
aikin soja,1
mukamin soja,1
darajar soja,1
kayan soja,-1
madara,1
rashin haƙuri madara,-1
kafar madara,-1
cutar madara,-1
madarar kankara,-1
injin niƙa,-1
millenary,1
Millennium,1
nishadi,-1
dutsen niƙa,-1
milontin,-1
garin miltown,-1
mimesis,1
mai amfani,-1
cutar minamata,-1
minaret,1
m,-1
mincingly,1
hankali,1
hankali,1
mara hankali,1
ba da hankali ba,1
nawa,-1
zubar da nawa,-1
alade na,1
ma'adinai,1
karancin ma'adinai,-1
majin_majin,1
karancin lalacewar kwakwalwa,1
brainarfin ƙwaƙwalwar ƙwaƙwalwa,1
raguwa,-1
rage girmanta,1
raguwa,-1
rage girmanta,1
mai hidimtawa,1
ayyuka,1
mink,-1
karami karami,-1
karamin tiyata,-1
karamin kwantar da hankali,-1
karamin kwantar da hankali,-1
karamin kwantar da hankali,-1
tsiraru,-1
nuna minstrel,1
mint mai kamshi,-1
debe,-1
minti,1
a hankali,1
miocene,1
zamanin miocene,1
miosis,-1
miotic,-1
girar ido ta miotic,1
mu'ujiza,1
banmamaki,1
ta hanyar mu'ujiza,1
laka,-1
mirid,1
mirid bug,1
madubi,1
murna,1
mirthfully,1
mirthfulness,1
misadventure,-1
bata shawara,-1
misalign,-1
rashin tsari,-1
misanropropical,-1
rashin tsari,-1
rashin amfani da shi,-1
rashin kuskure,-1
rashin fahimta,-1
almubazzaranci,-1
rashin da'a,-1
rashin da'a,-1
yi kuskure,-1
kuskure,-1
daban-daban,1
mischance,-1
barna,-1
barna,-1
mischievously,-1
mischievousness,-1
rashin fahimta,-1
rashin da'a,-1
rashin fahimta,-1
rashin fahimta,-1
rashin fahimta,-1
lissafi,-1
miscreation,-1
kwanan wata,-1
misdating,-1
ɓarna,-1
misdeed,-1
kuskure,-1
kuskure,-1
bata gari,-1
zullumi,-1
zullumi,-1
masifa,1
wahala,-1
misestimate,-1
misestimation,-1
rashin sa'a,-1
masifa,-1
misgauge,-1
kuskure,1
rashin kuskure,1
rashin shugabanci,-1
ɓata,-1
bata,-1
ɓarna,-1
mishegaas,1
mishegoss,1
bata labari,-1
rashin fahimta,-1
fassarar kuskure,-1
kuskure,-1
ɓata lokaci,-1
yaudara,-1
bata gari,-1
rashin tsari,-1
rashin amfani,-1
misocainea,1
misogamy,-1
misogynism,-1
misogyny,-1
misology,1
misopedia,-1
misperceive,1
bata wuri,-1
mispronunciation,-1
rashin karantawa,-1
rashin karantawa,-1
misrecking,-1
rashin tunani,-1
bata suna,-1
rashin shugabanci,-1
rasa,-1
makami mai linzami,-1
manufa ba zata yiwu ba,-1
kuskure,-1
kuskure,-1
hazo,-1
hazo kan,-1
kuskure,-1
kuskure,1
kuskure,-1
cikin hanzari,1
kuskure,-1
zalunci,-1
kuskure,-1
rashin yarda,-1
rashin amana,-1
rashin fahimta,-1
rashin fahimta,-1
rashin amfani,-1
rashin amfani,-1
rage,-1
mitral rashin ƙarfi,-1
ɓarkewar mitral,-1
mitral bawul stenosis,-1
mitsvah,1
mitzvah,1
hadawa,-1
gauraye misali,-1
cakuda,-1
mizen,-1
mizzen,-1
hazo,-1
moa,-1
nishi,-1
mobcap,-1
na hannu,1
mobula,-1
mobulidae,-1
mocha,1
kofi mocha,1
ba'a,-1
izgili,-1
ba'a,1
samfurin,1
matsakaici,1
matsakaici,-1
matsakaici,1
rawa ta zamani,-1
rawar zamani,-1
zamani,-1
zamani,1
duniyar zamani,1
zamani,1
zamani,1
zamani,1
suna fadin,-1
a hankali,1
mai canzawa,1
gyara,-1
gyara,-1
modishly,1
modus operandi,1
yanayin yadda yake,-1
cututtukan fata na mai sayarwa,-1
masara,-1
jika,1
da danshi,1
mojave kankara,-1
kuki na molasses,1
mold,1
m,-1
tsangwama,-1
tawakkali,-1
sarkata,-1
molluscum,-1
molybdenite,1
lokacin gaskiya,1
mama,-1
mahaifiya,-1
monaurally,1
mongolianism,-1
mongolism,-1
mongrel,-1
mongrelise,-1
mongrelize,-1
cutar monilia,-1
moniliasis,-1
kuɗi,1
biri,-1
kasuwancin biri,1
na ɗaya,-1
Cutar sankarar bargo,-1
Cutar sankarar bargo,-1
mallaka daya,1
monochromasy,1
hangen nesa daya,1
monochromatism,1
monochromia,1
monocled,-1
cutar sankarar bargo guda daya,-1
cutar sankarar bargo guda daya,-1
kadaita,1
monolingally,1
mononucleosis,-1
kifi mai tashi sama,-1
mallakar komai,-1
monosaccharide,-1
kyankyasan,-1
monosemous,1
monosomy,-1
font sarauta,-1
monosyllabically,1
monotone,-1
monotonously,1
dodo,-1
dodo,-1
dodo,-1
dame,1
cikin yanayi,1
yanayi,-1
makantar wata,-1
mooneye,-1
mai wata,1
mara wata,-1
moor,1
tsuntsun tsuntsu,1
tsuntsaye,1
moorfowl,1
moorgame,1
mofi rike,-1
moped,-1
halin ɗabi'a,1
halin kirki,1
halin kirki,1
tarbiyya,1
ɗabi'a,1
ta ɗabi'a,1
dakatar da aiki,1
m,-1
dawa,1
mhamadarins,1
fiye ko lessasa,1
morganite,1
nausa,1
lalata,-1
morphia,1
morphine,1
da ma'ana,1
morsel,-1
zunubin mutum,1
lalata,1
ya mutu,-1
cizon sauro,-1
gansakuka kore,-1
dutse,-1
mot,1
asu ci,-1
uwa hubbard,-1
mothproof,-1
mothy,-1
motility,-1
motsi,-1
marasa motsi,1
rashin motsi,-1
motsawa,1
dalili,1
m,1
dalili,-1
mota,-1
aphasia na mota,-1
motar ataxia,-1
babbar hanyar mota,1
motrin,-1
moue,-1
m,-1
dutsen baƙi,-1
saka,-1
baƙin ciki,-1
zaman kurciya,-1
linzamin kwamfuta,-1
murucin,1
linzami,-1
gori,-1
mai dadi,1
baki,-1
bakinsa,-1
motsa,-1
koma baya,-1
matsa ciki,1
motsi,-1
ms,-1
cinya,-1
daure,-1
sandar wuya,-1
muckhill,-1
mucous colitis,-1
laka,-1
wankan laka,-1
kokawar laka,-1
laka,1
laka,-1
laka,-1
laka sama,-1
mudhif,1
zaftarewar laka,-1
kokawa,-1
muesli,-1
muff,-1
wasan mug,-1
muggness,1
sata,-1
muggi,1
mujahedeen kompak,-1
alfadari,-1
mulish,-1
mulishly,-1
ciyawa,1
Multi mai daraja,1
dayawa,1
karafarini,1
sau da yawa,1
dayawa,1
neuritis mai yawa,-1
mutane da yawa,1
ƙwayar cuta mai yawa,-1
kuri'a dayawa,-1
yawaita,-1
yawaita,1
ninka,1
yawaita,1
karafarini,1
masu yawa,1
gunaguni,-1
mumbing,-1
mumification necrosis,-1
mamaci,-1
mummify,1
mumps,-1
munch,-1
mundane,1
nawan,1
munificently,1
kisan kai,-1
tuhumar kisan kai,-1
tuhumar kisan kai,-1
mai kisan kai,1
kisan kai,-1
kisan kai,-1
muriatic acid,-1
muridae,-1
murine typhus,-1
murk,-1
murkily,1
yi gunaguni,-1
gunaguni,-1
gunaguni,-1
muroidea,1
dokar murphy,-1
volcawan musca,-1
muscae volitantes,-1
muscicapa,-1
muscidae,-1
jijiyoyin tsoka,-1
sautin tsoka,-1
murdede,1
dystrophy na muscular,-1
murfin murza-murza,-1
mush,-1
murjani na naman kaza,1
guba mai naman kaza,-1
sashen waka,1
kujerun kiɗa,-1
tazarar kiɗa,-1
taken taken,1
musicologically,1
musing,1
mushing,1
miski mai kamshi,-1
musky,-1
musky kamshi,-1
musophaga,-1
musophobia,1
muss,-1
mussiness,-1
mussitation,-1
mussy,-1
wakilin mustard,-1
mustard gas,-1
mustard sauce,-1
mustela putorius,-1
musty,-1
mutable,1
mutagenesis,-1
bebe,-1
muteness,-1
yankewa,-1
yankewa,-1
mutism,-1
mutt,-1
yi kuka,-1
yin gulma,-1
juna,1
muumuu,-1
myaceae,1
myalgia,-1
myastheniya,-1
myasthenia gravis,-1
ciwo na myasthenic,-1
narayanan,-1
mycobacteria,-1
mycobacterium,-1
mycobacterium leprae,-1
tarin fuka na mycobacterium,-1
mycomycin,1
ciwon huhu na mycoplasmal,1
mycoplasmataceae,-1
ƙwayoyin cuta,-1
santala,-1
myelitis,-1
cutar sankarar bargo,-1
cutar sankarar bargo,1
yanannanda,-1
sabarinn,-1
kumburi na tsokar zuciya,-1
myocardiopathy,-1
myocarditis,-1
myoclonus epilepsy,-1
myodynia,-1
myometritis,-1
rashin jin daɗi,-1
myopia,-1
myosis,-1
myositis,-1
myotic,-1
myotonia atrophica,-1
myotonia congenita,1
dystrophy na myotonic,-1
myotonic murdede dystrophy,-1
narkewa,-1
mysophilia,-1
mysophobia,-1
mysophobic,-1
abin al'ajabi,1
sufanci,1
mai dubawa,1
rufawa,-1
myxedema,-1
myxine glutinosa,-1
myxinidae,1
myxobacterales,1
myxobacteriales,1
myxoedema,-1
myxomatosis,1
nabumetone,-1
nadir,-1
nag,-1
ƙusa,-1
cizon ƙusa,-1
ƙusa ƙasa,1
fasaha mara kyau,1
wauta,1
tsirara,-1
tsirara,-1
tsiraici,-1
nalfon,-1
nalidixic acid,-1
namby pamby,-1
suna,1
Alamar suna,1
rashin suna,-1
nanism,-1
nanophthalmos,-1
ɗan barci,-1
guba naphthalene,-1
naprapathy,1
naprosyn,-1
naproxen,-1
naproxen sodium,-1
narcolepsy,-1
narcoleptic,-1
narcotic,-1
narkarwa,1
narcotarwa,1
kunkuntar,1
takaita,1
kunkuntun ma'auni,1
kunkuntar bakin,1
kunkuntar,-1
takaitawa,1
a takaice,1
a hankali,1
nastily,-1
nastness,-1
yar ƙasa,1
natrix maura,-1
nattily,1
na halitta,1
tsarin iyali na halitta,-1
abu na halitta,1
mallaka,-1
yi wa ƙasa,1
ta halitta,-1
naturism,-1
ba komai,1
fitina,-1
jiri,-1
jiri,-1
tashin zuciya,-1
tashin zuciya,-1
nautilus,1
Mafi kyawun jirgin ruwa,1
Mafi kyawun kewayawa,1
a'a,-1
naysaying,-1
ne da ƙari,-1
neer,-1
neap,1
neap tide,1
kusa da kwarewar mutuwa,1
kusa da kuskure,1
kusa da abu,-1
kusa,-1
kusan,1
hangen nesa,-1
m,1
da kyau,-1
neatness,1
nebula,-1
nec,1
dole,1
zama dole,1
wuya,1
wuyan ruff,1
wuya,-1
necrobiosis lipoidica,1
necrotizing shiga ciki,-1
necrotizing enterocolitis,1
itace,1
nectarine,-1
nectarous,1
bukata,-1
buƙata,-1
allura,-1
allura bugun jini,-1
allura,-1
allura,-1
allurar hanci,1
bukata,-1
bukatun,1
mara kyau,-1
ba daidai ba,-1
ƙi,-1
korau,-1
mummunan ganewa,-1
mara kyau,-1
rashin kulawa,-1
sakaci,-1
sakaci,-1
sakaci,1
sakaci,-1
sakaci,-1
sakaci,1
sakaci,-1
negociate,1
mai sasantawa,1
yi shawarwari,1
negus,-1
makwabta,1
makwabta,1
neisseria gonorrhoeae,-1
nem con,1
nematocera,-1
nematoda,1
nemertea,1
nemertina,1
nemesis,-1
nemine sabani,1
neonatal hyperbilirubinemia,-1
neoprene,-1
neotenic,1
mara kyau,1
neotoma fuscipes,1
nephralgia,-1
nephritis,-1
nephroblastoma,-1
nephrolithiasis,1
nephropathy,1
nephroptosia,-1
nephroptosis,-1
nephrosis,-1
nephrotic ciwo,-1
nephrotoxic,-1
nephrotoxin,-1
nuna son kai,1
neritina,-1
jijiya jijiya,-1
matsawa jijiya,-1
kurman jijiya,1
gas na jijiya,-1
jijiya racking,-1
jijiya jijiya,-1
jijiyoyi,-1
cikin nutsuwa,1
m,-1
fashewar hankali,-1
gajiyar hankali,-1
sujjada mai juyayi,-1
tashin hankali,-1
a firgice,1
juyayi,-1
jijiya,-1
nesokia,1
gida,1
gurbi,1
mafi kyau,-1
mafi kusanci,1
nettle,-1
kumburi,-1
mai amfani,-1
neuralgia,-1
neuralgy,-1
neurasthenia,-1
neuritis,-1
neurobiological,1
neurofibromatosis,-1
mafitsara neurogenic,-1
neuroleptic,1
wakilin neuroleptic,1
maganin neuroleptic,1
dancin,1
neuropathy,-1
neurosis,-1
ciwon ciki,-1
ba tare da damuwa ba,1
neuroticism,-1
neurotoxin,1
neurotropism,1
neutering,-1
tsaka tsaki,-1
kawar da kai,-1
kawar da kai,-1
duk da haka,-1
sabo,-1
sabo yayi,1
sabon wata,1
sabon zamani na wata,1
sabon kalanda,1
jajibirin sabuwar shekara,1
cutar Newcastle,-1
newfoundland,1
newfoundland kare,1
leak labarai,-1
ngo,-1
ngu,-1
nibble,-1
nicad,-1
da kyau,1
nickel cadmium tarawa,-1
lakabi,1
niemann tara cuta,-1
niffy,-1
niggle,-1
makantar dare,-1
maraƙin dare,-1
rayuwar dare,-1
hankakan dare,-1
ta'addancin dare,-1
rayuwar dare,-1
malamar dare,-1
Nile kada,-1
nimbly,1
nimravus,-1
ninon,1
kan nono,-1
nippy,-1
nitid,1
nitpick,-1
tsaftacewa,-1
nitrite kwayoyin,-1
nitrobacteriaceae,1
nitrocellulose,-1
nitrocotton,-1
nitrogen dioxide,1
nitrogen mustard,1
nitrogenase,1
kwayar nitrous,-1
babu asusu,1
babu kwakwalwa,1
babu ƙidaya,1
babu kyau,1
ba,-1
ba matsala,-1
babu kuma,-1
nobble,-1
sarauta,1
masu martaba,1
manyan mutane suna wajabtawa,1
daraja,1
noctilucent,1
noctuid,-1
asu asu,-1
gyada kai,-1
amo,-1
gurɓata hayaniya,-1
ba hayaniya,-1
surutu,-1
surutu,-1
noli me tangere,-1
maras muhimmanci,-1
aphasia maras muhimmanci,-1
gabatar,1
ba,-1
mara dadi,-1
mara iya canzawa,-1
ba ionic abu don wanka,-1
ba mai rai ba,-1
ba mai iya mu'amala ba,1
mara guba,-1
ba riba,-1
ba mai yiwuwa ba,-1
ba resinous,-1
ba resiny,-1
ba mai bi ba,-1
ba ku bane,-1
ba da kyauta ba,-1
mara amfani,-1
rashin aiki,-1
ba cin amana,-1
wanda ba za a iya jayayya ba,-1
ba na gaskiya ba,-1
mara tsari,-1
mara rabuwa,-1
mara saba,-1
rashin sababi,-1
mara amfani,-1
babu,-1
mara sel,-1
marainiya,1
ba Krista ba,-1
mara wayewa,-1
ba wayewa,-1
mara rikodin dna,-1
ba a rubuta ba,-1
ba da gasa ba,1
rashin bin doka,1
rashin daidaituwa,-1
ba ƙarfe ba,-1
duk da haka,-1
babu komai,-1
ba labari,-1
ba a inganta ba,-1
ba a sharar ba,-1
nonflowering,1
aphasia mara amfani,-1
mara aiki,-1
maras kyau,-1
nongonococcal urethritis,-1
