"linenumber","sentiment","tweet_text"
1865,1,"Zakaran da Allah yanufa da chara ko ana muzuru ana shaho sa yayi"
1866,0,"Ko gobe za'a yankashi sai yayi shara... Buhari ikon Allah ne..."
1867,5,"A hausance ko a fasaare shine duk abinda Allah yanufa da bawansa hasada ko wani kyashi ko wani daban bazai hana abin faruwa ba"
1868,-1,"Sa yayi kyra"
1869,3,"Ko ana ha maza ha mata sai yayi"
1871,3,"Ko ana ha APC ha PDP sai ya yi"
1872,-4,"To Allah yasa wannan ya zama hanyar rage zaman banza,kuma yasa wannan maganar ba'a takadda bace kawai."
1873,1,"Ko An YanKasa Sai YaYi"
1874,2,"Ko Ana muzuru Ana shaho sai yayi"
1876,1,"Kamu babu Hukunchi..."
1878,1,"Koh ana mazuru ana shaho sai yayi."
1879,-1,"Dole wataran se an soya shi."
1880,10,"Ana nufin cewa duk wanda Allah ya nufeshi da samun abu ko yinsa kamar samun kudi ko mulki ko sarauta sai"
1881,5,"Gaskiya dai kara kara an nuna mana baa San musulunci, amma koma da yayane ozil ya zauna ya karbi yan canjinsa."
1882,-3,"A ma kenan badda yanzu ga corona kuma"
1883,1,"Halinmu daya DA Donal"
1884,-3,"Shi za a yanka ranar sallah"
1885,2,"Idan Allah yanufi zaka zama wani ko mutane sonso ko basu soba Sai kazama"
1886,2,"Wannan karin maganan yayi daidai da cin zaben gwamnan Edo a Nigeria"
1887,2,"Ko ana mazuru ana shaho sai Yayi Gashi Allah yayima Amb Gashi Yazama Sarkin Zazzau anbuga"
1888,1,"Dukda dai nasan gwamnatin buhari makaryaciya ce. Muna neman Alfarma a soma yin ma,aikatar ta kano tukun"
1889,-2,"Yana nufin duk tsananin wahala, da tashin hankali, idan Allah ya qaddara mutum zai samu wani abu ko zaiyi arziki to fa Sai ya samu"
1890,5,"Allah Ya nuna mana gaskiya,Ya ba mu ikon bi.Amma dai wannan tsari akwai matsala."
1891,2,"da cara ko ana mazuru ana shaho sai yayi"
1892,8,"Ko ana muzuru ana shaho sai yayi Ma'ana idan Allah yace zaka samu abu to ko Duka mutanen duniya zasu tar"
1893,3,"Ko ana muzu ko ana shaho sai yayi"
1895,0,"Da chara sai yayi"
1896,0,"godo godon zakara carassa"
1897,2,"Zakaran da Allah ya nufa da chara ko ana muzuru ana shaho sai yayi. Abinda ake nufi anan shine in har ab"
1898,3,"Komai Buhari zai yi, yayi tayi, insha Allah sai mun rayu"
1899,0,"Zakaran da Allah ya nufa da Cara sai Yayi"
1900,0,"Ko a na muzu ko a na shaho sai yayi,ma'ana duk abin da Allah ya kaddara zai faru ba bu abin da ya isa ya hana shi sai ya faru"
1904,2,"Ko ana mazuru ana shaho sai yayi"
1905,2,"Yana nupin duo mutumin da Allah ya nupa da cigaba sae yaci gaba koh ana tsireshine"
1906,3,"Ko ana ku dauko wuka sae ta yi"
1908,3,"Ana nufin duk abunda Allah yasoka dashi babu wani wanda ya isa ya hanaka samun abun"
1909,1,"KO ANA GA MUZZURU GA SHAHOO SAI YAYYI CHERRA"
1911,1,"Koh ana muzuru ana shaho sai yayi chara"
1912,2,"Ko ana Muzuru ana Shaho sai yayi..."
1913,1,"Ko ana muzuru ga shawo sai yayi."
1914,3,"Ko ana muzuru ana shaho sai ya Kai, Zakaran Da Allah ya nufa da cara shine kamar mutumin da yake cikin ta 9"
1915,1,"Ko ana mazuro ga shahu sai yayi"
1916,2,"ko ana muzuru ana shaho sai yayi"
1917,2,"ko Ana muzuru ana shaho sai yayi"
1918,2,"Ko ana mage ana shaho sae yayi."
1919,2,"Munfi so muga anfara kamawa ana kacewa sai mu kiyaye amman gargadi bazai sa mu fasaba cbn kuma kukiyaye da gargadi ba cika aiki"
1920,6,"Subhanallah subhanallah malam ya janyo Aya amma bai bata fassara daidai ba"
1921,2,"Ko ana muzu ana shaho"
1922,2,"KO Ana muzuru Ana shaho sai....."
1923,-2,"Woni mataki suke dauka don tabbatadda wutan nepa a nigeria."
1924,6,"Allah ya karawabkhalifa lafiya. Allah ya jikan malam nasir kabara"
1925,2,"ko ana ga muzuru ga shaho sai yayii"
1928,-1,"Wannan Abu yayi kyau Allah yatabbatar dashi"
1930,0,"Mukam dai Allah ya shiryemu baki daya damu da shugabannin mu"
1931,-4,"Ku kuma muna fukai da bakwa ganin abu kuyi shiru sai kunyi muna funci"
1934,4,"Inna lillahi...allah nunamana gaskiya."
1936,-1,"Da a Nigeria ne da ance turo kujen akayi da wata manufa."
1937,6,"Ba za ku mu fahimta ba ita dai ibada ana koyanta ne da ga Manzon Allah (SAW)"
1938,-1,"Ashedai masu garkuwa da mutanan gamagarine Allah yashiga tsakanin mugu dana gari."
1946,0,"Haha kamayi mana in baka fadi ba"
1948,-4,"Ba gargadi muke bukataba daukan mataki akansu,akasata Nigeria gargadadi batacika tasiriba."
1949,2,"Allah ka tabbatar da dugaduganmu akan Sunnah kashiryar da batattu"
1950,2,"A samama bamu gani ba!!!"
1951,0,"Allah ya shiryar damu hanya madaidaiciya"
1952,2,"Se mungani mufada mu yaba"
1953,-1,"wannan shine mesa mutane a duhu ko lallai yana shan zagi wajan mutane"
1954,-1,"Ubangiji Allah yasa kasafin kudin banan ta anfanemu da kasa bakidaya."
1956,5,"Masha Allah da kyau sosai"
1960,4,"Gaskiya dache"
1962,2,"Salam BBC innamaku fatan alheri da maigirma ministan wutan lantarki tambayana gareshi wasu sunafadin chew cDD"
1963,1,"Kayi tambaya"
1964,-1,"Idan bakasan gar ba saurari daka"
1966,1,"Masha Allah Allah ya maimaita mana"
1967,-2,"Sheikh Ina ganin girmanka Amma ba haka Annabi da sahabbansa suke zikiei ba."
1968,1,"To lallai dai kam"
1971,-1,"Zuwa yaushe za a daina dauke wuta a Nigeria??"
1972,-1,"Kuma kukace a garin kano, ake wannan aikin? Allah shiryar damu yazuwa hanya madedeciya"
1974,3,"Mun dai ga ana ta ci gaba da aron kudade"
1975,-8,"Yan wahala"
1976,2,"Allah ya tabbatar da Alheri"
1979,2,"Ibada koh bidi'a ??"
1982,-3,"Me ne ne dalilin su na yin Karin kudin wuta a yayin da kauyuka basa iya samun wutar awa biyu a Rana?."
1983,-4,"Kasafin kudi, ko kuma kazafin kudi. Har yanzu 'Yargidan jiya ce noman goje."
1984,-1,"Labari mai dai"
1987,13,"Allah yasa to amana aiki kuma a dauki ma aikata"
1990,4,"Baku da gaskiya ne cikin alamuranku"
1991,2,": Gaskiya an raina mana wayo wlh harwata kasa zatake yimana gargadi akan sabgar cikin gidanmu to nawa suke bin"
1993,1,"assalam alaikum sunana umar babuga daga bauchi da allah a mika min tambayana zuwa ga minista yaya labarin"
1997,-4,"Karku Manta irin wannan gargadine yasa PDP batayi magudin zabe ba a . Wancen baizama laifiba sai na yanzu."
1999,6,"Allah yabasu lafiya"
2000,2,"Masha Allah, Allah ya tabbatar Mana da alkhairinsa,ya taimaki shuwagabanninmu."
2001,0,"Gaskiaya gwamnati yakamata take kulawa da irin wannan abubuwan"
2002,8,"Mudai fatan mu duk abinda ke kan daidai allah tabbatar mana da mafi alkairinsa"
2003,0,"Allah karawa rayuwa albarka"
2004,0,"Tazo mu ji ta"
2006,3,"Saurari daka kamar yada idan baka sanhalin shugaban jama a ba saurari kalaman talakawanshi"
2007,3,"Maiyasa ake wautar da hankulan jamaa kamar samarda matatun wuta, kamar mambila? Maisaya haryanzu, babu"
2008,0,"Ya Allah katabbatar damu akan SUNNAR MANZAN ALLAH SAW"
2011,1,"Allah yace kada KU Kira sunan ubangijinku cikin Hargowa.. Allah ka ganar damu.. wannan kirkirace... Bahaka ake zikiriba..."
2014,5,"Yanzu Kuma pa Sai suce ibada suke Yi ko, Kuma suna so Allah ya Basu Lada?"
2016,1,"Subhanallah wai wannan ma addini ne? Wato kun tabbata haka ne annabin Allah yayi kuwa?"
2019,-1,"Dole ka bata"
2020,-2,"Afadamishi sabon sarinshinnan bayiwa talakawa kyauba dukda Koda munsan basuyi sarin talakawa sujidadiba"
2021,3,"Ma sha allah allah yamai maita mana ameen ya allah"
2025,7,"ALLAH yasa muna da rabon gani, sabida alqawarin dan siyasa sai a hankali"
2028,-4,"Ni sakona gareshi shine sutaimaka su kunna mana watar kawai tunda akwaita sunce me za tai musu"
2029,-1,"Lokacin da adaji ake tafiya tayadda ake gane ankusanto gari zakafara jin tun . Shine baha"
2030,12,"Aiki da hankali ka saurari daka"
2031,-1,"Mohammed Inuwa daga maiduguri cikakken bayani akan wutan mambilla"
2032,0,"Allah yasa ayi danri bisa danri % dan bamu taba ganin ko % ba"
2033,5,"Yanayin zafi Yawan matasa Jikin su Ya Saba da cututtuka"
2040,-2,"Don Allah ku tambaya mana me ya hana su kwace lacicin kamfanonin rarraba wutar lantarki ne?"
2042,-1,"Ina nawa minuets Barka da stogies Wannan Zaure, tambayata itace ina aka kwana game da maganar Tasha Wutan"
2043,1,"Dan Allah ina aka kwana akan wutar Mambila. Aminu Abdullahi Kiru"
2044,-1,"Yaushe wutar Nigeria zata zama ta din-din-din maana a daina dauke wutar??"
2047,1,"Dr sani rijiyarlemu"
2050,2,"Allah ya tabbatar"
2052,-1,"Wanne Tsari suke da shi Yanzu haka a asa wanjan barraba wutar lantarki a kunyuka?"
2053,-3,") Daga Shigar shi Ofis Kawo Yau wanne irin Nasarori Ya sa Mu? ) Wa Dan ne matsaloli ne suka Da baibaiye C"
2055,3,"Meyasa akasamu koma baya A samun wutar lantarki A Kano ?"
2056,-4,"Haba haka nake sonji,ammafa ba girin-girin ba...... Ba fadar ba muga ancika"
2057,-2,"Kaji hoho"
2058,0,"Idan ba san gari ba ka kira waya kawai"
2060,1,": Subhanallah Corona tawuce yanxu kuma xasu janyo muna wajuju da majuju Dan kufada masu Sudan jinkirtamuna muyi Aure"
2061,0,"Ka kunna google maps"
2062,3,"Eh tabbas yayi tituna amma a matsayinA na Dan arewa gaskiya ban ganiba!"
2066,1,"Banda tambaya"
2069,9,": Ka kira waya Inji aboki na. Idan baka san gari ba ka saurari daka inji Hausawa"
2070,4,"Mungode BBC ganawa. Aji storon Allah saboda wallahi Nijeriya bazata taba ci gaba ba idan har"
2080,9,"Zuwa yaushe company Siemens zasu gama aikin gyara da Samar da hasken wutar lantarki a Nigeria ? Kuma mega 8"
2081,-2,"Ana nufin idan bakasan abuba , to kabari harkasani tukunna, sannan ayi magana dakai"
2082,0,"Barbela take da farinta"
2083,-1,"Zancen banza knn"
2084,0,"Hmmmm mu dai bama bukata Sabida Muna da Allah me kowa me komai"
2086,-8,"Ni dai bani da Abu fada Amma Ina da wata tambaya Ina bada kudin wata Amma ba a kawo min komai Nayiwa M"
2087,-1,"Zaka bata"
2091,2,"Ka tambayi wanda ya sani"
2092,5,"Ya Allah kabawa PDP nasara A ondo"
2093,3,"Duk lemar da ta tsage, ko anmata dinki Sai tayi yoyo, musamman idan madinkin makaho ne."
2094,2,".. Meyesa ake yanke igiyar wutar lantarkin a tafidashi, kuma in kabisu kabiya kudin bazasu dawo ma da igi"
2096,-2,"Wa yaga zuqi tamalle....."
2097,8,"In gaskiya ne shi ya sha ya mike mu bamu so magani mu Allah"
2098,0,"Wannan dai salon kamfen ne. Allah bawa Mai rabo sa'a."
2100,10,"Ni tambayata a nan ita ce zuwa yaushe ya ke ganin wutar kasar mu zata tsaya tun da aiki suke ba dare ba rana"
2101,0,"To Allah ya sa ayin kuma ya anfani al'umma"
2103,10,"Ya Allah ya tabbatar mana mu kanawa zamuji Dadi sosai wllh"
2104,1,"To kanemidan gari"
2105,1,"Ay kuwa ya lashe"
2106,1,"Anajeria ne kudin huta ya ketash ba bisa gaka idabah saboda bikata wasu mutane kali lan Amma yakamata muji menene da lili"
2107,-5,"nine Mustapha daga Maiduguri mazaunin jega kebbi State maiyasa kebbi tafi samin wuta acikin arewacin Nige"
2112,0,"Balbela take da farinta."
2113,-1,"To yanzu an dawo kanmu kenan guys bakkarya baba"
2114,-1,"Me yasa ake siyar mana da wuta da tsada Akan kasashe da basu kaimu cigababa"
2115,2,"Mukam ga abinda ya damemu tukun na don allah a taimaka a Bashi wannan sakon Yola to Gombe road"
2116,0,"Ina matsayin gwamnati akan sauran hakkokin tsofaffin maaikatan kamfanin lantarki na PHCN da suke kokawa ba a biyasu ba?"
2120,2,"Inaso ya fada mana menene amfanin canji wata da akeyi lokaci zuwa lokaci kuma baya wuce awa uku da safe awa uku da daddare"
2121,-1,"Shege makarya ce wai shi dole bazai yadda ya kasa ba"
2122,-1,"in bakasan gari ba saurari daka"
2124,1,"Yola to Gombe"
2125,-1,"Sai shegen surutu kaman tsohon keken dinki"
2128,0,"Mu Allah yasadai da gaske akeyi"
2129,0,"Muna godiya Baba"
2130,-1,"Meyasa Sai jihohin biyu sauran kumafa......"
2132,0,"Waya jirgin yawo, kikai wani wuta, kikai wani aljanna"
2133,2,": Trump naka ciwon Coronavirus din da tabin hankali yazo maka."
2134,-1,"Allah sa agamalafiya"
2136,6,"Allah yasa Ayi lafiya!"
2138,8,"Ya yi daidai"
2139,1,"Kayi tambaya!"
2140,4,"(1) Wane mataki ake dangane da aikin lantarki a mambila? (2) Me ya sa gwabnatin Bata daidaita yadda kanf 8"
2141,1,"To Allah yasa mu amfana da wannandai"
2142,0,"wannan Yana nunama duniyafa Corona dinnan duk karyace. Mudaman mun dade da gane duk karyace"
2147,0,"Don Allah ki tambayeshi me lbrn wutan Mambila sannan wani hukunci akayiwa tsohon ministan wuta wanda ya j"
2150,2,"Sai mungani zamu tabbatar"
2151,9,": Ka kira waya Inji aboki na. Idan baka san gari ba ka saurari daka inji Hausawa"
2153,1,"Saikayi tambaya"
2154,1,"Kayi tambaya"
2155,-2,"allah kyauta wani abu sai kasata Nigeria"
2156,-1,"Menene gaskiyar ikirarin cewa aikin gyaran wuta a Mambila ba'a ma fara ba, yayinda wani minista da wuce y"
2160,-2,"Ba Tazara sai Facemask....."
2161,-14,"Nabi Jan miyar da gudu babu takalmi kuka ma wahala takeyi yanxu"
2163,1,"To tsoho amma saika fara dawo manada dalolinmu dagaka dauka"
2166,1,"hahahaha Amman freedom kuna tsokanan baba ne dai ko"
2170,1,"Hahahah.... Yau ka Dana barkwanci baba"
2171,3,"Yau ma ita na sha"
2172,1,"Dawa kake 9c"
2173,1,"Mai jiyama tayi ballantana yau"
2177,2,"Allah yatemaka, yabada ikon yi kadimul Islam for kano"
2178,0,"Da kyau inda gaskekuke kuma Dan talaka kuke"
2179,1,"Tawani bangaren kuma ya haskamusu abinda basu saniba susani kaga Sunkara ilimi tanan"
2181,2,"Mun saba jin wannan shifcin gizon"
2182,1,"Allah yasa bana jayayya bane"
2183,0,"Allah yasa da gsk kk dan su sukaima ruwan kuri'u bamuba"
2184,-1,"Karyar banza"
2185,1,"Hhhhh wllh mungaji da wannan karyar tashi"
2187,0,"Mun yafe jar miyar nan abar mu haka da tazo mujita"
2190,1,"Koda ace DALA yasata ?"
2191,-1,"Wallahi karya yakeyi ai juma'ar da zatayi kyau tun daga labara ake ganeta"
2194,0,"Allah yatabbatar da alkhairi dama haka mukeson ji"
2195,2,"Allah ya tabbatar da Alkhairi"
2196,1,": Hahahahaha Allah yasa to"
2197,1,"Hahahahaha Allah yasa to"
2198,1,"Allah ya amsa"
2200,1,"Gakuda babban maciyin hanci darashawa Ganduje"
2202,-3,"Wannan magana ce kawai"
2203,-1,"Kakasa kai Ali Baba kotu, wannan ihu bayan hari ne"
2204,1,"Ko lamba ne?"
2205,2,"Kowa yace zai baka Riga kalla wadda take jikinsa, Ana biki a gidansu kare, yace banga komai aqasaba."
2206,1,"A basu hakkin su idan za'a basu,amma mutane kamar ba wadanda suka karar da rayuwarsu gurin bautar"
2207,3,"Gaskiya ne wasu da dama sukan yi kuskure wajen ginin jimla da kuma bin ka'idojin rubutu."
2212,-1,"Allah Yayi masa rahma.Allah Ya gafarta masa tare damu da iyayenmu."
2213,5,"Dama hakkinsane ya yi hakan.idan ana son canji sai a gyara kwance tushe."
2216,2,"Allah ya taya shi riko,amin"
2220,-1,"Allah Ya sa shi Ya fi Alheri..."
2222,-2,"Wae har ynxu film din bae kare ba daman CHAB"
2224,2,"Akwai abinda mace bata iyawa.... Tukin motadaga Birnin Gwari Zuwa Kaduna"
2226,1,"Idan karatun ne basa so muyi Muna addu'a Allah yakawo Mana wata mafitar"
2227,-1,"Allah kasa mudace"
2228,-1,"Hanyar GONA ba gudu baja da baya"
2229,-2,"Ya Allah Kai kadai zamu kaiwa kukan Akan wannam Abu.. Allah ka dai dai ta su adawo"
2231,1,"To allah yauta allah xabamana mafi alkairi"
2232,11,"Yajin Aiki dulice kesawar ma,Aikata keyi badan sonason sosa talaka cikin wani haliba saidan soja konnan gwamnati tagaira"
2234,4,"Allah karawa sarki lafiya da imani allah sa kaxamo maikishin addini da talakawanka"
2238,-1,"Wani abu sai najerai..."
2239,4,"Ato duk abinda sukabari akayi idon maikyaune ma suxatawa dadi idon mara kyaunema chammusu allah jara"
2241,9,"Gaskiya ne wannan Yakamata ace duka ahadu a sasanta"
2242,5,"Allah bamusaa da nasara"
2243,-1,"Wannan karya ne"
2245,-1,"karya ne wallahi?"
2246,2,"Lallai munga hakan, daga tufafinsu zuwa askinsu, zuwa zancensu duk sunyi dai dai da koyarwan yahudu."
2247,2,"Suna bata tarbiyya dai koh"
2248,7,"Yana amfani da tunani ne kawai domin bata tarbiyyar yara da sunan waka"
2249,2,"Wannan aryane Kawai kuna ata tarbiyya ne"
2250,0,"Allah yaimana magani"
2251,-2,"Wannan rashin adalci ne"
2253,-1,"Abaki ba"
2256,3,"Saimun gani"
2258,0,"A sassau ta mai"
2259,-2,"Wannan zalunci ne"
2260,2,"Gaskiya wannan ba aldalci ba ne!"
2261,5,"Ya akayi suka shiga ina jami'an tsaron filin suke kuma ina shingen waya da aka zagaye filin?"
2262,1,"Jin irin wannan lbrn yana sani jin yunwa fa"
2263,-4,"Allh y jikan su y musu rahama."
2264,-2,"Allah albarkaci rayuwarsu allah bawa sabonsarki hakuri da juriya da kyautatawa talakawan sa da yan uwansa"
2266,2,"Allah yayi Masa rahma Amin"
2269,4,": Allah ya Shiga tsakanin Nagari da mugu"
2270,4,"Allah ya Shiga tsakanin Nagari da mugu"
2272,0,"ALLAH ya temakishi ya rabashi da duniya lfy"
2274,0,"Har abada sae tsinuwa atsakanin mu bamu yafe ba"
2275,3,"Musulmi dan uwan musulmi pa inji annabi"
2276,0,"Nikaina na dade da ficewa"
2277,3,"No in sha ALLAH"
2278,5,"Allah yabaiwa PDP nasara awannan zaban na yau a Ondo. Allah Kwankwaso.Ameen."
2281,1,"Bai samu"
2282,0,"Sabuda mi dan tanaba jama,a abinci banza"
2283,1,"Arinka adu,a komi yayi stanani maganin shi allah, allah yasa mudace, da shuwagaban ni nagari dan darajar annabi"
2285,3,"Allah ya tsare gaba"
2287,5,"Slm yakamata gwamnati ta duba Sai amfani Yayi Sai asako ruwa Anya Babu luje cikin Nadi?"
2288,6,"Yayi daidai hakan.Kafin ya Shigo Abuja Nigerian"
2291,3,"Allah Ya gagauta bayyana shi ameen"
2294,1,"Allah Ya Kyauta. Dama maganar Abortion ai ta gama zama negative effect of technology"
2295,-6,"Da alamu Donald Trump yaji tsoro ne ko"
2296,0,"Toh sai muce Allah ya tsare nagaba Ameen Allah ya kawo musu zaman lafiya Mai dorewa Ameen"
2297,11,"Wai sojoji Ku aje aiki mana yan majalisa suna ofisoshin su cikin A.C amma kullum sai kashe Ku ake suna debe"
2298,1,"ALLAH daga gareka muke kuma gareka zamu koma komai yayi tsanani maganinsa ALLAH ya ALLAH muntuba kayi mana"
2299,3,"Allah ya kiyaye gaba"
2300,4,"Abun da baa cewa komai sai Amman ya rika shikuma gwamnan kaduna Allah yayi mashi abunda ya dace"
2301,1,"Subhanailla Ya Allah kawo Mana sauki"
2302,4,"Allah yayada muna sun ayi gaskiya"
2303,-4,"Subhanallah Allah yamayar musu da alheri"
2305,4,"Ina chi dadi chiriku RFI Hausa."
2307,-1,"A kano ma yayi mana wannan karya inda yace za'ayi sahihin zabe sai gashi munga inconclusive"
2310,5,"Allah karawa sarki lafiya"
2311,-4,"Allah yaye musu"
2312,7,"Gaskiya yanxuma abun yanuna alama allah yayeman"
2315,0,"Allah yastaremu daga cikin wa En nan mutane da soke fadi Dan darajar annabi"
2317,2,"To yayi kyau sai ahukonta so dedai laifinda soka aikata"
2319,-6,"nigeriya ba wani abu sai nigeriya Yau kaji kidi gobe kaji rawa allah ya kyau ta"
2320,-2,"To shikenan yanzu sunsan babu tsaro a titunan kasar nan"
2321,-1,"To shikenan yanzu batagari sun san babu tsaro a titunan kasarnan."
2322,-1,"Abanza man kare"
2324,0,"Wai daman duk kewaye kewayen da akeyi na hakane"
2328,-2,"Allah yasanya alkhairi Allah yabashi ikon sauke nauyin da aka Dora masa"
2329,0,"Allah ya kyauta"
2330,5,"Ku gyara jimlar ku, kuce shugaban jami'iyar APC na karamar hukumar bakura ba shugan karamar hukuma zamu dau"
2331,1,"Wace karamar hukumar cikin da muke dasu?"
2333,2,"Kowa yayidai anaraye watarana xaixamo kamar bai iyiba"
2335,1,"To trump kalubale gareka"
2336,1,"To allah yayemuku yarbawa mukuma allah karemana jahohinmu"
2337,3,"To allah ka iyamana kaike iyawa kowa"
2338,4,"Allah bashi ikon kotanta gaskiya"
2339,0,"Kai allah wadaren shugabannin jahar xamfara kam abunda ake axamfara ko atasuniyama baayinsa allah kyauta"
2340,-7,"Gaugawa wajen yada labarai na daga cikin abubawan da ke kawo rubuta labarai ba a yanda suke ba. Shugaban ja"
2342,-2,"Shugaban jam'iya dai ba shugaban karamar hukuma ba"
2343,4,"Kalle-kalle Zage-zage Soshe-soshe Shaye-shaye Hade-hade"
2345,0,": Shigowan sabon sarkin zazzau mai martaba Ahmed nuhu bammali fada da kuma fitowar shihttps://"
2346,-3,"Allah Ya ja zamanin Sarki"
2347,0,"Shigowan sabon sarkin zazzau mai martaba Ahmed nuhu bammali fada da kuma fitowar shihttps://"
2348,0,"Allaahbyayi masa rahama"
2349,4,"Allah yanuna Mana gaskiya yakuma bamu ikon binta. Allah ka shiryar da en'uwammu ameen"
2352,0,"Hkan yanada kyaw musulmi su hada kan su subar zigar yahudawa"
2355,2,"Saboda sun taba masu mutuncin a gurinsa ko"
2356,0,": atikun dai, railway line from Nigeria to niger republic atiku idea likewise selling of nnpc another atik"
2357,1,"Daman basa shiri ne?"
2358,2,"Arangama kamar yaya? ."
2359,0,"Allah yakyauta idan musulmai ne Allah yayimusu rahama"
2360,1,"Makafi ne direbobin Amma ko"
2362,-1,"Ina ruwanmu qaryar banza kakan zanga zanga mtswwwww"
2363,1,"Abin kunya"
2364,-2,"Mu a yankin mu matsalar 'yan ta addane suke harbin jama'a yau' kwana biyu kenan ba ma 'yansandan balantan"
2365,5,"Yana da muhimmanci a dubi wannan al'amari da idon basira. Su kuma su bawa iyayensu shawarin da ya dace."
2366,2,"ko ana muzuru ana shaho sai yayi."
2367,-2,"Allah yayi wadaran naka yalalace duk abunda akeyi a arewa baki taba mgn bah sai akan wayan nan barayin al"
2368,1,"Idan baka San gari ba Kwana a masallaci yakamaka"
2369,0,"Idan baka san gari ba...kada ka je"
2370,2,"Hanyar Yola kan munshiga uku Yana daya daga cikin abunda yasa na zabi buhari Amma harynxu shuru kakeji ku"
2373,6,"Daidai kenan"
2374,0,"Ai tun randa akaiwa shek zakzaky da almajiransa kisan gilla yan arewa sukai shuru to daga sannan yan arew"
2376,2,"Kaga yan rainin hankali koh"
2379,2,"Allah ya jikansu,Amin."
2381,-4,"Allah jgafarta musu"
2382,1,"nidai pdp nakeyiwa fatan lashe zaben"
2386,2,"Allah ya tabbatar"
2387,0,"Inda Yakama ta suyi zangzanga basuyi ba sai anan to Allah YAKYAUTA"
2388,-2,"Damuwan ba zikirin bane bafa yayaa akayi,awani yanayi da siga mutum yayi..Allah yaganar dasu toh"
2390,1,"Wai ina hankalinku yake ya lashe inda yyi zabe"
2391,-1,"Hhm wannan abu duk dai wasane kawai"
2392,1,"Allah ya taimaka maka baba buhari ya Allah yawu ce magaba da cimmaburin ka na harkokin da kasa agaba ya Allah yayi jagora"
2393,2,"Ake yi a faada Rijiya."
2394,1,"Idan baka san gari ba saurari daka"
2395,0,"Anyi one one kenan da zaben edo"
2396,-3,"Sai yanzu?"
2397,2,"Ai mune ya kamata ace munyi hakan tintini kafin boko haram tayi karfi da wlh gwamnati saitayi mai yiwowa d"
2400,0,"Ya kyauta"
2401,-4,"Ama basu damu da kaishe yan arewa ba wadanda suka kawo iya yansu a karagar mulki saidai yan iskan yahoo b"
2403,-1,"Ranar da nafara ganin su a kabara bayan magrib, Seda na tsorata sbda inada labarin mai- tatsine Allah ka qara shiryar damu"
2404,-3,"A na kashe rayuka Bata fitoba sai akan abin wani baimasan anayi ba"
2405,-2,"Waye ya rasu kuma bbu labari"
2409,-4,"Da magudi ba idan ba mahaukaci ba waye xae xabi wata APC"
2410,-2,"Banda karyan kaddara ba abunda arewa youth suka iyayi a social media wallahi, Endboko Haram"
2412,-1,"Karyar banza ihun kawai"
2413,1,"A cikin bayanin ku kun rubuta cewar PDP ta samu kananan hukumomi yayin da APC keda , amma d"
2414,1,"Ita ko kunya bataji ba duk kisan da akeyi a katsina zamfara kaduna maidugri bata yi zanga zangar ba se ya"
2416,13,"Aiki gama ya riga ya gama"
2417,-1,"Karya yake da hakan zaiyi campaign din"
2418,5,"Indai hakane toh gaskiya akwai magudi cikin wannan zabe da tattara sakamako"
2419,10,"Da sauran aiki."
2420,3,"Alhamdulilah allah yaba lada zumunci"
2421,10,"Angama aiki"
2422,-1,"Hmm aikin banxa kashe kashen da akeyi a zamfara da Katsina Na pah"
2423,0,"Allah y gafarta mn baki daya"
2425,-2,"Kaiyasa, ana ruwa Lema na yo-yo"
2427,5,"Allah bawa pdp nasara"
2429,11,"In Allah ya yarda PDP ce za ta lashe wannan zabe."
2432,-1,"Allah Kare nagaba"
2433,-3,"Tofa, da alamu Allah baibari ayima PDP kwace."
2435,-1,"Allah sa akare lafi"
2436,-3,"Canta matse musu"
2437,-2,"Apc ce taci wai kuke nupi Hmmmm tab lallae ashe muna ruwa yawale kana inane ne"
2438,-8,"Dan wahala ga duniyar nan tsohon najadu"
2440,3,"Kaiyasa gaskiya jam'iyya mai inuwa kiyi hakuri bana"
2441,8,"Ukku da daya kenan, har yanzu akwai jan aiki."
2442,-1,"To aini tundanaga shugaban kasa yagana ganawa da gwamna kafin zabe nayi zargin, Anya bacemasa zayayi ba,"
2443,-3,"Anya jam'iyya mai inuwa zaki kai labari"
2445,1,"Bahaushe dai ya hi kunya! Tarasa inda xata saka kanta se zanga zangar Yan Yahoo. Nikam bana goyon bayan Yan yahoo"
2446,1,"Wae Dan Allah ko zan iya sanin me SARS dinnan sukayi ne da nakejin kowa na fadin end SARS?"
2447,2,"Ko ana mazuru ana shaho Sai yayi"
2448,-3,"SUFA 'YAN KUDU DA SUKE TA WANNAN HAUKAN DIN KU KYALESU RUWA BAYA TSAMI BANZA. DAMA RABINSU DUK '"
2449,7,"Muna fukai amma ai basu shiga ta katsina ba da aka shirya saboda kashe-kashe da ake mana. Su kyale 'yan"
2451,-4,"Mtsw arana mutun nawa ake kashewa a katsina?? baki zanga zanga bah sae yanxu karyar banzaa kenan"
2452,-2,"Tribal bigots sai Arewa Sai me idan tayi joining iyyeh Ku meyesa Arewa kun cika kabilanci ne haka,yan Sa"
2454,-2,"Kamata yayi su fadawa masu fada aji na kasar cewar ana kashe mutane a Borno, Zamfara da sauran Jahohin ar"
2455,-3,"Zazzagawa sunsan matsayinka yanzu ai."
2456,1,"Ai tsinannene kawai zai zabi Apc"
2457,-6,"Tunda ake kashe muatane arewa basu zanga zangaba dan uwarsu sai yanzu aikin banza kawai"
